1697350255.008672 server started (1390): version 3.2a, socket /tmp/tmux-1000/default, protocol 8
1697350255.008682 on Linux 5.15.90.1-microsoft-standard-WSL2 #1 SMP Fri Jan 27 02:56:13 UTC 2023
1697350255.008686 using libevent 2.1.12-stable (poll); ncurses 6.3
1697350255.008714 input_key_build: 0x10e003 (PasteStart) is \033[200~
1697350255.008820 input_key_build: 0x40000010e09f (S-F7) is \033[18;2~
1697350255.008821 input_key_build: 0x40000010e0a0 (S-F8) is \033[19;2~
1697350255.008823 input_key_build: 0x40000010e0a1 (S-F9) is \033[20;2~
1697350255.008824 input_key_build: 0x40000010e0a2 (S-F10) is \033[21;2~
1697350255.008825 input_key_build: 0x40000010e0a3 (S-F11) is \033[23;2~
1697350255.008827 input_key_build: 0x40000010e0a4 (S-F12) is \033[24;2~
1697350255.008828 input_key_build: 0x40000010e0a5 (S-IC) is \033[2;2~
1697350255.008829 input_key_build: 0x40000010e0a6 (S-DC) is \033[3;2~
1697350255.008831 input_key_build: 0x40000010e0a7 (S-Home) is \033[1;2H
1697350255.008832 input_key_build: 0x40000010e0a8 (S-End) is \033[1;2F
1697350255.008834 input_key_build: 0x40000010e0a9 (S-NPage) is \033[6;2~
1697350255.008835 input_key_build: 0x40000010e0aa (S-PPage) is \033[5;2~
1697350255.008836 input_key_build: 0x40000010e0ac (S-Up) is \033[1;2A
1697350255.008837 input_key_build: 0x40000010e0ad (S-Down) is \033[1;2B
1697350255.008839 input_key_build: 0x40000010e0ae (S-Left) is \033[1;2D
1697350255.008840 input_key_build: 0x40000010e0af (S-Right) is \033[1;2C
1697350255.008841 input_key_build: 0x60000010e099 (C-S-F1) is \033[1;6P
1697350255.008843 input_key_build: 0x60000010e09a (C-S-F2) is \033[1;6Q
1697350255.008844 input_key_build: 0x60000010e09b (C-S-F3) is \033[1;6R
1697350255.008845 input_key_build: 0x60000010e09c (C-S-F4) is \033[1;6S
1697350255.008847 input_key_build: 0x60000010e09d (C-S-F5) is \033[15;6~
1697350255.008848 input_key_build: 0x60000010e09e (C-S-F6) is \033[17;6~
1697350255.008849 input_key_build: 0x60000010e09f (C-S-F7) is \033[18;6~
1697350255.008851 input_key_build: 0x60000010e0a0 (C-S-F8) is \033[19;6~
1697350255.008852 input_key_build: 0x60000010e0a1 (C-S-F9) is \033[20;6~
1697350255.008854 input_key_build: 0x60000010e0a2 (C-S-F10) is \033[21;6~
1697350255.008855 input_key_build: 0x60000010e0a3 (C-S-F11) is \033[23;6~
1697350255.008856 input_key_build: 0x60000010e0a4 (C-S-F12) is \033[24;6~
1697350255.008858 input_key_build: 0x60000010e0a5 (C-S-IC) is \033[2;6~
1697350255.008860 input_key_build: 0x60000010e0a6 (C-S-DC) is \033[3;6~
1697350255.008861 input_key_build: 0x60000010e0a7 (C-S-Home) is \033[1;6H
1697350255.008862 input_key_build: 0x60000010e0a8 (C-S-End) is \033[1;6F
1697350255.008864 input_key_build: 0x60000010e0a9 (C-S-NPage) is \033[6;6~
1697350255.008865 input_key_build: 0x60000010e0aa (C-S-PPage) is \033[5;6~
1697350255.008867 input_key_build: 0x60000010e0ac (C-S-Up) is \033[1;6A
1697350255.008868 input_key_build: 0x60000010e0ad (C-S-Down) is \033[1;6B
1697350255.008869 input_key_build: 0x60000010e0ae (C-S-Left) is \033[1;6D
1697350255.008871 input_key_build: 0x60000010e0af (C-S-Right) is \033[1;6C
1697350255.008872 input_key_build: 0x200000010e0b0 (KP/[K]) is \033Oo
1697350255.008874 input_key_build: 0x200000010e0b1 (KP*[K]) is \033Oj
1697350255.008875 input_key_build: 0x200000010e0b2 (KP-[K]) is \033Om
1697350255.008876 input_key_build: 0x200000010e0b3 (KP7[K]) is \033Ow
1697350255.008878 input_key_build: 0x200000010e0b4 (KP8[K]) is \033Ox
1697350255.008879 input_key_build: 0x200000010e0b5 (KP9[K]) is \033Oy
1697350255.008880 input_key_build: 0x200000010e0b6 (KP+[K]) is \033Ok
1697350255.008882 input_key_build: 0x200000010e0b7 (KP4[K]) is \033Ot
1697350255.008883 input_key_build: 0x200000010e0b8 (KP5[K]) is \033Ou
1697350255.008884 input_key_build: 0x200000010e0b9 (KP6[K]) is \033Ov
1697350255.008885 input_key_build: 0x200000010e0ba (KP1[K]) is \033Oq
1697350255.008889 input_key_build: 0x200000010e0bb (KP2[K]) is \033Or
1697350255.008890 input_key_build: 0x200000010e0bc (KP3[K]) is \033Os
1697350255.008891 input_key_build: 0x200000010e0bd (KPEnter[K]) is \033OM
1697350255.008892 input_key_build: 0x200000010e0be (KP0[K]) is \033Op
1697350255.008894 input_key_build: 0x200000010e0bf (KP.[K]) is \033On
1697350255.008895 input_key_build: 0x400000010e0ac (Up[C]) is \033OA
1697350255.008897 input_key_build: 0x400000010e0ad (Down[C]) is \033OB
1697350255.008898 input_key_build: 0x400000010e0ae (Left[C]) is \033OD
1697350255.008900 input_key_build: 0x400000010e0af (Right[C]) is \033OC
1697350255.008901 input_key_build: 0x810000010e099 (M-F1[I]) is \033[1;3P
1697350255.008902 input_key_build: 0x810000010e09a (M-F2[I]) is \033[1;3Q
1697350255.008904 input_key_build: 0x810000010e09b (M-F3[I]) is \033[1;3R
1697350255.008905 input_key_build: 0x810000010e09c (M-F4[I]) is \033[1;3S
1697350255.008907 input_key_build: 0x810000010e09d (M-F5[I]) is \033[15;3~
1697350255.008909 input_key_build: 0x810000010e09e (M-F6[I]) is \033[17;3~
1697350255.008910 input_key_build: 0x810000010e09f (M-F7[I]) is \033[18;3~
1697350255.008911 input_key_build: 0x810000010e0a0 (M-F8[I]) is \033[19;3~
1697350255.008913 input_key_build: 0x810000010e0a1 (M-F9[I]) is \033[20;3~
1697350255.008914 input_key_build: 0x810000010e0a2 (M-F10[I]) is \033[21;3~
1697350255.008915 input_key_build: 0x810000010e0a3 (M-F11[I]) is \033[23;3~
1697350255.008917 input_key_build: 0x810000010e0a4 (M-F12[I]) is \033[24;3~
1697350255.008918 input_key_build: 0x810000010e0a5 (M-IC[I]) is \033[2;3~
1697350255.008919 input_key_build: 0x810000010e0a6 (M-DC[I]) is \033[3;3~
1697350255.008921 input_key_build: 0x810000010e0a7 (M-Home[I]) is \033[1;3H
1697350255.008922 input_key_build: 0x810000010e0a8 (M-End[I]) is \033[1;3F
1697350255.008923 input_key_build: 0x810000010e0a9 (M-NPage[I]) is \033[6;3~
1697350255.008925 input_key_build: 0x810000010e0aa (M-PPage[I]) is \033[5;3~
1697350255.008926 input_key_build: 0x810000010e0ac (M-Up[I]) is \033[1;3A
1697350255.008927 input_key_build: 0x810000010e0ad (M-Down[I]) is \033[1;3B
1697350255.008929 input_key_build: 0x810000010e0ae (M-Left[I]) is \033[1;3D
1697350255.008930 input_key_build: 0x810000010e0af (M-Right[I]) is \033[1;3C
1697350255.008931 input_key_build: 0x830000010e099 (C-M-F1[I]) is \033[1;7P
1697350255.008933 input_key_build: 0x830000010e09a (C-M-F2[I]) is \033[1;7Q
1697350255.008934 input_key_build: 0x830000010e09b (C-M-F3[I]) is \033[1;7R
1697350255.008936 input_key_build: 0x830000010e09c (C-M-F4[I]) is \033[1;7S
1697350255.008938 input_key_build: 0x830000010e09d (C-M-F5[I]) is \033[15;7~
1697350255.008939 input_key_build: 0x830000010e09e (C-M-F6[I]) is \033[17;7~
1697350255.008940 input_key_build: 0x830000010e09f (C-M-F7[I]) is \033[18;7~
1697350255.008942 input_key_build: 0x830000010e0a0 (C-M-F8[I]) is \033[19;7~
1697350255.008943 input_key_build: 0x830000010e0a1 (C-M-F9[I]) is \033[20;7~
1697350255.008944 input_key_build: 0x830000010e0a2 (C-M-F10[I]) is \033[21;7~
1697350255.008946 input_key_build: 0x830000010e0a3 (C-M-F11[I]) is \033[23;7~
1697350255.008947 input_key_build: 0x830000010e0a4 (C-M-F12[I]) is \033[24;7~
1697350255.008948 input_key_build: 0x830000010e0a5 (C-M-IC[I]) is \033[2;7~
1697350255.008950 input_key_build: 0x830000010e0a6 (C-M-DC[I]) is \033[3;7~
1697350255.008951 input_key_build: 0x830000010e0a7 (C-M-Home[I]) is \033[1;7H
1697350255.008953 input_key_build: 0x830000010e0a8 (C-M-End[I]) is \033[1;7F
1697350255.008954 input_key_build: 0x830000010e0a9 (C-M-NPage[I]) is \033[6;7~
1697350255.008955 input_key_build: 0x830000010e0aa (C-M-PPage[I]) is \033[5;7~
1697350255.008957 input_key_build: 0x830000010e0ac (C-M-Up[I]) is \033[1;7A
1697350255.008958 input_key_build: 0x830000010e0ad (C-M-Down[I]) is \033[1;7B
1697350255.008959 input_key_build: 0x830000010e0ae (C-M-Left[I]) is \033[1;7D
1697350255.008961 input_key_build: 0x830000010e0af (C-M-Right[I]) is \033[1;7C
1697350255.008962 input_key_build: 0x850000010e099 (M-S-F1[I]) is \033[1;4P
1697350255.008963 input_key_build: 0x850000010e09a (M-S-F2[I]) is \033[1;4Q
1697350255.008966 input_key_build: 0x850000010e09b (M-S-F3[I]) is \033[1;4R
1697350255.008968 input_key_build: 0x850000010e09c (M-S-F4[I]) is \033[1;4S
1697350255.008969 input_key_build: 0x850000010e09d (M-S-F5[I]) is \033[15;4~
1697350255.008971 input_key_build: 0x850000010e09e (M-S-F6[I]) is \033[17;4~
1697350255.008972 input_key_build: 0x850000010e09f (M-S-F7[I]) is \033[18;4~
1697350255.008973 input_key_build: 0x850000010e0a0 (M-S-F8[I]) is \033[19;4~
1697350255.008975 input_key_build: 0x850000010e0a1 (M-S-F9[I]) is \033[20;4~
1697350255.008976 input_key_build: 0x850000010e0a2 (M-S-F10[I]) is \033[21;4~
1697350255.008977 input_key_build: 0x850000010e0a3 (M-S-F11[I]) is \033[23;4~
1697350255.008979 input_key_build: 0x850000010e0a4 (M-S-F12[I]) is \033[24;4~
1697350255.008980 input_key_build: 0x850000010e0a5 (M-S-IC[I]) is \033[2;4~
1697350255.008981 input_key_build: 0x850000010e0a6 (M-S-DC[I]) is \033[3;4~
1697350255.008983 input_key_build: 0x850000010e0a7 (M-S-Home[I]) is \033[1;4H
1697350255.008984 input_key_build: 0x850000010e0a8 (M-S-End[I]) is \033[1;4F
1697350255.008985 input_key_build: 0x850000010e0a9 (M-S-NPage[I]) is \033[6;4~
1697350255.008987 input_key_build: 0x850000010e0aa (M-S-PPage[I]) is \033[5;4~
1697350255.008988 input_key_build: 0x850000010e0ac (M-S-Up[I]) is \033[1;4A
1697350255.008989 input_key_build: 0x850000010e0ad (M-S-Down[I]) is \033[1;4B
1697350255.008991 input_key_build: 0x850000010e0ae (M-S-Left[I]) is \033[1;4D
1697350255.008992 input_key_build: 0x850000010e0af (M-S-Right[I]) is \033[1;4C
1697350255.008993 input_key_build: 0x870000010e099 (C-M-S-F1[I]) is \033[1;8P
1697350255.008995 input_key_build: 0x870000010e09a (C-M-S-F2[I]) is \033[1;8Q
1697350255.008997 input_key_build: 0x870000010e09b (C-M-S-F3[I]) is \033[1;8R
1697350255.008999 input_key_build: 0x870000010e09c (C-M-S-F4[I]) is \033[1;8S
1697350255.009000 input_key_build: 0x870000010e09d (C-M-S-F5[I]) is \033[15;8~
1697350255.009001 input_key_build: 0x870000010e09e (C-M-S-F6[I]) is \033[17;8~
1697350255.009003 input_key_build: 0x870000010e09f (C-M-S-F7[I]) is \033[18;8~
1697350255.009004 input_key_build: 0x870000010e0a0 (C-M-S-F8[I]) is \033[19;8~
1697350255.009005 input_key_build: 0x870000010e0a1 (C-M-S-F9[I]) is \033[20;8~
1697350255.009007 input_key_build: 0x870000010e0a2 (C-M-S-F10[I]) is \033[21;8~
1697350255.009008 input_key_build: 0x870000010e0a3 (C-M-S-F11[I]) is \033[23;8~
1697350255.009010 input_key_build: 0x870000010e0a4 (C-M-S-F12[I]) is \033[24;8~
1697350255.009011 input_key_build: 0x870000010e0a5 (C-M-S-IC[I]) is \033[2;8~
1697350255.009012 input_key_build: 0x870000010e0a6 (C-M-S-DC[I]) is \033[3;8~
1697350255.009014 input_key_build: 0x870000010e0a7 (C-M-S-Home[I]) is \033[1;8H
1697350255.009015 input_key_build: 0x870000010e0a8 (C-M-S-End[I]) is \033[1;8F
1697350255.009017 input_key_build: 0x870000010e0a9 (C-M-S-NPage[I]) is \033[6;8~
1697350255.009018 input_key_build: 0x870000010e0aa (C-M-S-PPage[I]) is \033[5;8~
1697350255.009020 input_key_build: 0x870000010e0ac (C-M-S-Up[I]) is \033[1;8A
1697350255.009021 input_key_build: 0x870000010e0ad (C-M-S-Down[I]) is \033[1;8B
1697350255.009023 input_key_build: 0x870000010e0ae (C-M-S-Left[I]) is \033[1;8D
1697350255.009024 input_key_build: 0x870000010e0af (C-M-S-Right[I]) is \033[1;8C
1697350255.009045 yylex_token: bind
1697350255.009047 yylex_token: -N
1697350255.009049 yylex_token: Send the prefix key
1697350255.009050 yylex_token: C-b
1697350255.009052 yylex_token: send-prefix
1697350255.009057 cmd_parse_build_commands: 0 bind
1697350255.009059 cmd_parse_build_commands: argv[0]=bind
1697350255.009060 cmd_parse_build_commands: argv[1]=-N
1697350255.009062 cmd_parse_build_commands: argv[2]=Send the prefix key
1697350255.009063 cmd_parse_build_commands: argv[3]=C-b
1697350255.009064 cmd_parse_build_commands: argv[4]=send-prefix
1697350255.009067 cmd_parse: bind-key: argv[0]=bind
1697350255.009068 cmd_parse: bind-key: argv[1]=-N
1697350255.009070 cmd_parse: bind-key: argv[2]=Send the prefix key
1697350255.009071 cmd_parse: bind-key: argv[3]=C-b
1697350255.009074 cmd_parse: bind-key: argv[4]=send-prefix
1697350255.009932 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b send-prefix
1697350255.009940 cmdq_get_command: [bind-key/0x556646e875e0] group 2
1697350255.009942 cmdq_append <global>: [bind-key/0x556646e875e0]
1697350255.009945 yylex_token: bind
1697350255.009947 yylex_token: -N
1697350255.009949 yylex_token: Rotate through the panes
1697350255.009950 yylex_token: C-o
1697350255.009952 yylex_token: rotate-window
1697350255.009955 cmd_parse_build_commands: 0 bind
1697350255.009956 cmd_parse_build_commands: argv[0]=bind
1697350255.009957 cmd_parse_build_commands: argv[1]=-N
1697350255.009959 cmd_parse_build_commands: argv[2]=Rotate through the panes
1697350255.009960 cmd_parse_build_commands: argv[3]=C-o
1697350255.009961 cmd_parse_build_commands: argv[4]=rotate-window
1697350255.009963 cmd_parse: bind-key: argv[0]=bind
1697350255.009964 cmd_parse: bind-key: argv[1]=-N
1697350255.009966 cmd_parse: bind-key: argv[2]=Rotate through the panes
1697350255.009967 cmd_parse: bind-key: argv[3]=C-o
1697350255.009968 cmd_parse: bind-key: argv[4]=rotate-window
1697350255.009972 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o rotate-window
1697350255.009974 cmdq_get_command: [bind-key/0x556646e89f20] group 5
1697350255.009975 cmdq_append <global>: [bind-key/0x556646e89f20]
1697350255.009977 yylex_token: bind
1697350255.009979 yylex_token: -N
1697350255.009980 yylex_token: Suspend the current client
1697350255.009982 yylex_token: C-z
1697350255.009983 yylex_token: suspend-client
1697350255.009985 cmd_parse_build_commands: 0 bind
1697350255.009986 cmd_parse_build_commands: argv[0]=bind
1697350255.009987 cmd_parse_build_commands: argv[1]=-N
1697350255.009988 cmd_parse_build_commands: argv[2]=Suspend the current client
1697350255.009990 cmd_parse_build_commands: argv[3]=C-z
1697350255.009991 cmd_parse_build_commands: argv[4]=suspend-client
1697350255.009992 cmd_parse: bind-key: argv[0]=bind
1697350255.009993 cmd_parse: bind-key: argv[1]=-N
1697350255.009995 cmd_parse: bind-key: argv[2]=Suspend the current client
1697350255.009996 cmd_parse: bind-key: argv[3]=C-z
1697350255.009997 cmd_parse: bind-key: argv[4]=suspend-client
1697350255.010001 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z suspend-client
1697350255.010002 cmdq_get_command: [bind-key/0x556646e833e0] group 8
1697350255.010004 cmdq_append <global>: [bind-key/0x556646e833e0]
1697350255.010005 yylex_token: bind
1697350255.010006 yylex_token: -N
1697350255.010008 yylex_token: Select next layout
1697350255.010009 yylex_token: Space
1697350255.010010 yylex_token: next-layout
1697350255.010012 cmd_parse_build_commands: 0 bind
1697350255.010013 cmd_parse_build_commands: argv[0]=bind
1697350255.010014 cmd_parse_build_commands: argv[1]=-N
1697350255.010016 cmd_parse_build_commands: argv[2]=Select next layout
1697350255.010017 cmd_parse_build_commands: argv[3]=Space
1697350255.010018 cmd_parse_build_commands: argv[4]=next-layout
1697350255.010019 cmd_parse: bind-key: argv[0]=bind
1697350255.010020 cmd_parse: bind-key: argv[1]=-N
1697350255.010022 cmd_parse: bind-key: argv[2]=Select next layout
1697350255.010023 cmd_parse: bind-key: argv[3]=Space
1697350255.010024 cmd_parse: bind-key: argv[4]=next-layout
1697350255.010027 cmd_parse_build_commands: bind-key -N "Select next layout" Space next-layout
1697350255.010029 cmdq_get_command: [bind-key/0x556646e857a0] group 11
1697350255.010030 cmdq_append <global>: [bind-key/0x556646e857a0]
1697350255.010032 yylex_token: bind
1697350255.010033 yylex_token: -N
1697350255.010035 yylex_token: Break pane to a new window
1697350255.010036 yylex_token: !
1697350255.010037 yylex_token: break-pane
1697350255.010039 cmd_parse_build_commands: 0 bind
1697350255.010040 cmd_parse_build_commands: argv[0]=bind
1697350255.010041 cmd_parse_build_commands: argv[1]=-N
1697350255.010043 cmd_parse_build_commands: argv[2]=Break pane to a new window
1697350255.010044 cmd_parse_build_commands: argv[3]=!
1697350255.010045 cmd_parse_build_commands: argv[4]=break-pane
1697350255.010049 cmd_parse: bind-key: argv[0]=bind
1697350255.010051 cmd_parse: bind-key: argv[1]=-N
1697350255.010052 cmd_parse: bind-key: argv[2]=Break pane to a new window
1697350255.010053 cmd_parse: bind-key: argv[3]=!
1697350255.010054 cmd_parse: bind-key: argv[4]=break-pane
1697350255.010057 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! break-pane
1697350255.010059 cmdq_get_command: [bind-key/0x556646e845e0] group 14
1697350255.010060 cmdq_append <global>: [bind-key/0x556646e845e0]
1697350255.010062 yylex_token: bind
1697350255.010063 yylex_token: -N
1697350255.010065 yylex_token: Split window vertically
1697350255.010066 yylex_token: "
1697350255.010067 yylex_token: split-window
1697350255.010069 cmd_parse_build_commands: 0 bind
1697350255.010070 cmd_parse_build_commands: argv[0]=bind
1697350255.010071 cmd_parse_build_commands: argv[1]=-N
1697350255.010072 cmd_parse_build_commands: argv[2]=Split window vertically
1697350255.010073 cmd_parse_build_commands: argv[3]="
1697350255.010075 cmd_parse_build_commands: argv[4]=split-window
1697350255.010076 cmd_parse: bind-key: argv[0]=bind
1697350255.010077 cmd_parse: bind-key: argv[1]=-N
1697350255.010078 cmd_parse: bind-key: argv[2]=Split window vertically
1697350255.010079 cmd_parse: bind-key: argv[3]="
1697350255.010080 cmd_parse: bind-key: argv[4]=split-window
1697350255.010084 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" split-window
1697350255.010085 cmdq_get_command: [bind-key/0x556646e84d30] group 17
1697350255.010086 cmdq_append <global>: [bind-key/0x556646e84d30]
1697350255.010088 yylex_token: bind
1697350255.010089 yylex_token: -N
1697350255.010091 yylex_token: List all paste buffers
1697350255.010092 yylex_token: #
1697350255.010093 yylex_token: list-buffers
1697350255.010095 cmd_parse_build_commands: 0 bind
1697350255.010096 cmd_parse_build_commands: argv[0]=bind
1697350255.010097 cmd_parse_build_commands: argv[1]=-N
1697350255.010099 cmd_parse_build_commands: argv[2]=List all paste buffers
1697350255.010100 cmd_parse_build_commands: argv[3]=#
1697350255.010101 cmd_parse_build_commands: argv[4]=list-buffers
1697350255.010102 cmd_parse: bind-key: argv[0]=bind
1697350255.010103 cmd_parse: bind-key: argv[1]=-N
1697350255.010121 cmd_parse: bind-key: argv[2]=List all paste buffers
1697350255.010123 cmd_parse: bind-key: argv[3]=#
1697350255.010125 cmd_parse: bind-key: argv[4]=list-buffers
1697350255.010129 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# list-buffers
1697350255.010131 cmdq_get_command: [bind-key/0x556646e820b0] group 20
1697350255.010133 cmdq_append <global>: [bind-key/0x556646e820b0]
1697350255.010134 yylex_token: bind
1697350255.010136 yylex_token: -N
1697350255.010137 yylex_token: Rename current session
1697350255.010138 yylex_token: $
1697350255.010140 yylex_token: command-prompt
1697350255.010141 yylex_token: -I#S
1697350255.010143 yylex_token: rename-session -- '%%'
1697350255.010145 cmd_parse_build_commands: 0 bind
1697350255.010146 cmd_parse_build_commands: argv[0]=bind
1697350255.010147 cmd_parse_build_commands: argv[1]=-N
1697350255.010149 cmd_parse_build_commands: argv[2]=Rename current session
1697350255.010150 cmd_parse_build_commands: argv[3]=$
1697350255.010151 cmd_parse_build_commands: argv[4]=command-prompt
1697350255.010152 cmd_parse_build_commands: argv[5]=-I#S
1697350255.010154 cmd_parse_build_commands: argv[6]=rename-session -- '%%'
1697350255.010155 cmd_parse: bind-key: argv[0]=bind
1697350255.010156 cmd_parse: bind-key: argv[1]=-N
1697350255.010157 cmd_parse: bind-key: argv[2]=Rename current session
1697350255.010158 cmd_parse: bind-key: argv[3]=$
1697350255.010160 cmd_parse: bind-key: argv[4]=command-prompt
1697350255.010161 cmd_parse: bind-key: argv[5]=-I#S
1697350255.010162 cmd_parse: bind-key: argv[6]=rename-session -- '%%'
1697350255.010169 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ command-prompt "-I#S" "rename-session -- '%%'"
1697350255.010171 cmdq_get_command: [bind-key/0x556646e828a0] group 23
1697350255.010173 cmdq_append <global>: [bind-key/0x556646e828a0]
1697350255.010175 yylex_token: bind
1697350255.010176 yylex_token: -N
1697350255.010178 yylex_token: Split window horizontally
1697350255.010179 yylex_get_word: %
1697350255.010181 yylex_token: split-window
1697350255.010182 yylex_token: -h
1697350255.010183 cmd_parse_build_commands: 0 bind
1697350255.010185 cmd_parse_build_commands: argv[0]=bind
1697350255.010186 cmd_parse_build_commands: argv[1]=-N
1697350255.010187 cmd_parse_build_commands: argv[2]=Split window horizontally
1697350255.010188 cmd_parse_build_commands: argv[3]=%
1697350255.010189 cmd_parse_build_commands: argv[4]=split-window
1697350255.010190 cmd_parse_build_commands: argv[5]=-h
1697350255.010192 cmd_parse: bind-key: argv[0]=bind
1697350255.010193 cmd_parse: bind-key: argv[1]=-N
1697350255.010194 cmd_parse: bind-key: argv[2]=Split window horizontally
1697350255.010195 cmd_parse: bind-key: argv[3]=%
1697350255.010196 cmd_parse: bind-key: argv[4]=split-window
1697350255.010197 cmd_parse: bind-key: argv[5]=-h
1697350255.010201 cmd_parse_build_commands: bind-key -N "Split window horizontally" % split-window -h
1697350255.010203 cmdq_get_command: [bind-key/0x556646e86410] group 26
